1	咱俩谁跟谁呀。	1	咱俩谁跟谁呀。	5
7	我拿了汪老师一本书。	7	我拿了汪老师一本书。	5
2	我给了她一只笔。	2	我给了她一只笔。	5
51	我看电影看了八十块钱。	51	我看电影看了八十块钱。	5
50	我做题做了三个小时。	50	我做题做了三个小时。	5
49	我喝酒喝了半个月的工资。	49	我喝酒喝了半个月的工资。	5
48	我修电脑修了五百块钱。	48	我修电脑修了五百块钱。	5
47	我写信写了一个晚上。	47	我写信写了一个晚上。	5
15	比尔送了乔伊斯一件礼物。	15	比尔送了乔伊斯一件礼物。	5
127	他这个人没个正经的。	127	他这个人没个正经的。	5
123	出门在外没个不累的。	123	出门在外没个不累的。	5
129	他不比你强多少。	129	他不比你强多少。	5
130	他的数学不怎么好。	130	他的数学不怎么好。	5
168	他们都在说笑小王。	168	他们都在说笑小王。	5
18	他问我会议什么时候结束。	18	他问我会议什么时候结束。	5
126	不管荤的、素的都没个完。	126	不管荤的、素的都没个完。	5
122	他的主意没个更改。	122	他的主意没个更改。	5
12	他偷了小王一辆自行车。	12	他偷了小王一辆自行车。	5
165	年轻时我也漂亮过。	165	年轻时我也漂亮过。	5
109	吃一点是一点。	109	吃一点是一点。	5
3	我借给了小王两本小说。	3	我借给了小王两本小说。	5
69	衣服难看死了。	69	衣服难看死了。	5
164	她的漂亮打动了每一个人。	164	她的漂亮打动了每一个人。	5
11	他买了王教授一本书。	11	他买了王教授一本书。	5
158	看的书都放在桌子上。	158	看的书都放在桌子上。	5
166	人人都看见她了。	166	人人都看见她了。	5
154	他已经通知了所有人。	154	他已经通知了所有人。	5
119	少不了你的小说看。	119	少不了你的小说看。	5
156	她把每间屋子都打扫了一遍。	156	她把每间屋子都打扫了一遍。	5
162	新的已经卖完了。	162	新的已经卖完了。	5
25	她洗净了一件衣服。	25	她洗净了一件衣服。	5
153	人人都看见了。	153	人人都看见了。	5
163	她的认真感动了我们。	163	她的认真感动了我们。	5
17	他付了我们100块钱。	17	他付了我们100块钱。	5
91	今天比较冷。	91	今天比较冷。	5
20	这个问题讨论了我们半天。	20	这个问题讨论了我们半天。	5
152	他最常去那里。	152	他最常去那里。	5
157	她在每本书上都签了名字。	157	她在每本书上都签了名字。	5
160	她的笑便渐渐少了。	160	她的笑便渐渐少了。	5
159	用的放在桌子上，不用的放在一边。	159	用的放在桌子上，不用的放在一边。	5
144	人人都知道这件事。	144	人人都知道这件事。	5
161	她喜欢大的。	161	她喜欢大的。	5
22	这碗汤喝了我一头汗。	22	这碗汤喝了我一头汗。	5
29	他喝穷了一家子。	29	他喝穷了一家子。	5
106	他有的是钱。	106	他有的是钱。	5
155	她都去了三次了。	155	她都去了三次了。	5
117	缺不了你的钱花。	117	缺不了你的钱花。	5
39	这瓶酒喝了我半个月的工资。	39	这瓶酒喝了我半个月的工资。	5
150	我刚来了一会儿。	150	我刚来了一会儿。	5
147	句句都说到了我的心窝里。	147	句句都说到了我的心窝里。	5
114	打一次球累好几天。	114	打一次球累好几天。	5
105	他有的是书。	105	他有的是书。	5
142	她没有半点私心。	142	她没有半点私心。	5
4	他拿了我一本书。	4	他拿了我一本书。	5
169	他们吃喝完了所有的家产。	169	他们吃喝完了所有的家产。	5
81	他的病好不了。	81	他的病好不了。	5
143	这个计划没有一点问题。	143	这个计划没有一点问题。	5
19	他没有告诉我火车晚点了。	19	他没有告诉我火车晚点了。	5
139	有劲没处使。	139	有劲没处使。	5
31	他说破了嘴。	31	他说破了嘴。	5
116	得一个奖乐半天。	116	得一个奖乐半天。	5
140	有钱没处花。	140	有钱没处花。	5
136	凡是玩的事儿，没他不参加的。	136	凡是玩的事儿，没他不参加的。	5
97	桂花别提有多香。	97	桂花别提有多香。	5
125	他玩起来没个完。	125	他玩起来没个完。	5
66	我要有外心，立刻就化成灰，叫万人践踹。	66	我要有外心，立刻就化成灰，叫万人践踹。	5
132	没你这么干的。	132	没你这么干的。	5
133	没你这么不讲道理的。	133	没你这么不讲道理的。	5
62	他这些日子不知怎么着，经期有两个多月没来。叫大夫瞧了，又说并不是喜。	62	他这些日子不知怎么着，经期有两个多月没来。叫大夫瞧了，又说并不是喜。	5
68	天气暖和多了。	68	天气暖和多了。	5
10	约翰给玛丽拿了一本书。	10	约翰给玛丽拿了一本书。	5
40	这幅画花了我一个多月。	40	这幅画花了我一个多月。	5
23	这个公园逛了我们一个下午。	23	这个公园逛了我们一个下午。	5
120	我才不去呢。	120	我才不去呢。	5
118	少不了你的福享。	118	少不了你的福享。	5
16	他教我们化学。	16	他教我们化学。	5
27	他修好了电脑。	27	他修好了电脑。	5
46	我吃饭吃了八百块钱。	46	我吃饭吃了八百块钱。	5
36	这道题做了我三个小时。	36	这道题做了我三个小时。	5
89	这间房子将能容纳十个人。	89	这间房子将能容纳十个人。	5
121	我才不干呢。	121	我才不干呢。	5
32	丽丽哭红了眼睛。	32	丽丽哭红了眼睛。	5
30	她看花了眼睛。	30	她看花了眼睛。	5
60	这叫你说着了。	60	这叫你说着了。	5
8	约翰给玛丽买了一件衣服。	8	约翰给玛丽买了一件衣服。	5
9	约翰偷了一辆自行车给玛丽。	9	约翰偷了一辆自行车给玛丽。	5
13	我给他打扫了一个地方睡觉。	13	我给他打扫了一个地方睡觉。	5
14	给我唱一首歌。	14	给我唱一首歌。	5
34	他让我们笑疼了肚子。	34	他让我们笑疼了肚子。	5
33	小红哭湿了枕头。	33	小红哭湿了枕头。	5
28	她吃坏了肚子。	28	她吃坏了肚子。	5
26	小孩吃光了苹果。	26	小孩吃光了苹果。	5
24	小明打碎了一个杯子。	24	小明打碎了一个杯子。	5
45	跑得他浑身都是汗。	45	跑得他浑身都是汗。	5
44	伤心得她眼泪围着眼圈转。	44	伤心得她眼泪围着眼圈转。	5
43	逗得我们哈哈大笑。	43	逗得我们哈哈大笑。	5
42	累得她气都喘不上来。	42	累得她气都喘不上来。	5
41	忙得我团团转。	41	忙得我团团转。	5
38	这台电脑修了我五百块钱。	38	这台电脑修了我五百块钱。	5
37	这封信写了我一个晚上。	37	这封信写了我一个晚上。	5
35	他走坏了一双鞋。	35	他走坏了一双鞋。	5
64	一个女孩家，只管拿着诗作正经事讲起来，叫有学问的人听了，反笑话说不守本分。	64	一个女孩家，只管拿着诗作正经事讲起来，叫有学问的人听了，反笑话说不守本分。	5
61	刚让岳父岳母给关进洞房就让你这丫头片子给提溜出来了。	61	刚让岳父岳母给关进洞房就让你这丫头片子给提溜出来了。	5
59	这问题让人说滥了。	59	这问题让人说滥了。	5
58	冰箱里的东西全被吃干净了。	58	冰箱里的东西全被吃干净了。	5
57	你扮演我们的交通员，让敌人抓住了。	57	你扮演我们的交通员，让敌人抓住了。	5
56	我休礼拜出去玩儿，没留神让老虎给吃了。	56	我休礼拜出去玩儿，没留神让老虎给吃了。	5
55	杯子是空的。	55	杯子是空的。	5
54	杯子是半满的。	54	杯子是半满的。	5
52	里面有水的杯子。	52	里面有水的杯子。	5
79	嘴干死了。	79	嘴干死了。	5
78	狗打死了。	78	狗打死了。	5
77	树旱死了。	77	树旱死了。	5
76	他高兴坏了。	76	他高兴坏了。	5
75	他乐坏了。	75	他乐坏了。	5
74	钢笔写坏了。	74	钢笔写坏了。	5
72	这个房间舒服的多。	72	这个房间舒服的多。	5
71	小赵知道得多。	71	小赵知道得多。	5
70	这两天闷的慌。	70	这两天闷的慌。	5
67	质量好极了。	67	质量好极了。	5
94	这座楼盖得别提多结实了。	94	这座楼盖得别提多结实了。	5
93	在桂花林里散步，别提多香了。	93	在桂花林里散步，别提多香了。	5
92	这个问题的答案比较明显。	92	这个问题的答案比较明显。	5
90	从这里走比较近。	90	从这里走比较近。	5
88	买来的面包将够数。	88	买来的面包将够数。	5
87	原来我也有枝这样的笔来着。	87	原来我也有枝这样的笔来着。	5
86	他刚才是在这儿来着。	86	他刚才是在这儿来着。	5
85	看的很清楚。	85	看的很清楚。	5
84	信上说的清楚。	84	信上说的清楚。	5
83	那幢楼高不了。	83	那幢楼高不了。	5
82	这箱子轻不了。	82	这箱子轻不了。	5
80	我困死了。	80	我困死了。	5
104	他有的是力气。	104	他有的是力气。	5
103	房子粉刷一新。	103	房子粉刷一新。	5
101	这部电影值得一看。	101	这部电影值得一看。	5
99	那人看着都乏味。	99	那人看着都乏味。	5
98	这事听着都新鲜。	98	这事听着都新鲜。	5
96	一张小嘴，别提多会说话了。	96	一张小嘴，别提多会说话了。	5
95	这个人办起事来，别提多啰嗦了。	95	这个人办起事来，别提多啰嗦了。	5
124	他说起话来没个完。	124	他说起话来没个完。	5
115	办成一件事得跑两三趟。	115	办成一件事得跑两三趟。	5
141	他没往家里寄过半分钱。	141	他没往家里寄过半分钱。	5
137	有冤没处说。	137	有冤没处说。	5
135	凡是学校的事儿，没他不管的。	135	凡是学校的事儿，没他不管的。	5
134	没你这么弄得。	134	没你这么弄得。	5
131	没你这么问的。	131	没你这么问的。	5
128	做饭没有什么奥秘。	128	做饭没有什么奥秘。	5
189	有你的福享。	189	有你的福享。	5
188	有你的钱花。	188	有你的钱花。	5
149	他的衣服干干净净的。	149	他的衣服干干净净的。	5
190	有你的电视看。	190	有你的电视看。	5
145	家家都买了汽车。	145	家家都买了汽车。	5
281	一根烟他都没有抽过。	281	一根烟他都没有抽过。	5
